Category,Vendor Name,File Name
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""SALMON FILLET"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 12.31}, {""description"": ""FF CHX BL SL THGH"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 15.62}, {""description"": ""=TF SHRED LETTUCE PC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 4.49}, {""description"": ""KFT F/MEX 4-CHS PC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 3.0}, {""description"": ""=KR SHRED MOZZRLLAPC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 6.0}, {""description"": ""KFT SHRD ITAL 5CHSPC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 6.0}, {""description"": ""OM FC BACON PC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 5.69}, {""description"": ""93/7 GRND BF BRICKPC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 6.49}, {""description"": ""CHALL CANOLA OIL PC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 3.59}, {""description"": ""LCL POKE AHI PC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 7.69}, {""description"": ""LCL AHI CAL ROLL PPC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 7.76}, {""description"": ""LCL AHI MAUI POKE PC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 7.13}, {""description"": ""LCL FLOUR TORT PC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 5.69}, {""description"": ""ROSARITA REFRIED BPC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 3.39}, {""description"": ""=BUSH BLACK BEANS PC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 2.59}, {""description"": ""<UNKNOWN> @ 3.59 /lb WT"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": null}, {""description"": ""=APPLE ENVY PC"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": 8.8}], ""address"": ""1150 Kuala Street Pearl City, HI 96782"", ""city"": ""Pearl City"", ""merchant"": ""Foodland"", ""phoneNumber"": ""808-453-1850"", ""receiptDate"": null, ""receiptTime"": null, ""state"": ""HI"", ""tax"": 5.01, ""total"": null}}",16
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 2.88, ""unitPrice"": 2.88}, {""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 2.88, ""unitPrice"": 2.88}, {""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 2.88, ""unitPrice"": 2.88}, {""description"": ""FC PB 6CT"", ""quantity"": 1, ""totalPrice"": 7.68, ""unitPrice"": 7.68}], ""address"": ""700 KEEAUMOKU ST HONOLULU HI 96814"", ""city"": ""HONOLULU"", ""merchant"": ""Walmart"", ""phoneNumber"": ""808-955-8441"", ""receiptDate"": ""06/12/22"", ""receiptTime"": ""16:12:16"", ""state"": ""HI"", ""tax"": 0.77, ""total"": 17.09}}",49
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 3.48, ""unitPrice"": 3.48}, {""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 3.48, ""unitPrice"": 3.48}, {""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 3.48, ""unitPrice"": 3.48}, {""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 3.48, ""unitPrice"": 3.48}, {""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 3.48, ""unitPrice"": 3.48}], ""address"": ""700 KEEAUMOKU ST HONOLULU HI 96814"", ""city"": ""HONOLULU"", ""merchant"": ""Walmart"", ""phoneNumber"": ""808-955-8441"", ""receiptDate"": ""09/23/23"", ""receiptTime"": ""14:13:39"", ""state"": ""HI"", ""tax"": 0.82, ""total"": 10.22}}",68
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""SH FAT FREE MILK PC"", ""quantity"": 1, ""totalPrice"": 4.79, ""unitPrice"": 4.79}, {""description"": ""SH WHOLE MILK PC"", ""quantity"": 1, ""totalPrice"": 4.79, ""unitPrice"": 4.79}, {""description"": ""SALMON FILLET <UNKNOWN>"", ""quantity"": 1, ""totalPrice"": 11.47, ""unitPrice"": 11.47}, {""description"": ""FF CHX BL SL THGH"", ""quantity"": 1, ""totalPrice"": 15.45, ""unitPrice"": 15.45}, {""description"": ""OM FC BACON PC"", ""quantity"": 1, ""totalPrice"": 5.69, ""unitPrice"": 5.69}, {""description"": ""LCL POKE AHI PC"", ""quantity"": 1, ""totalPrice"": 7.48, ""unitPrice"": 7.48}, {""description"": ""LCL AHI CAL ROLL PPC"", ""quantity"": 1, ""totalPrice"": 3.43, ""unitPrice"": 3.43}, {""description"": ""LCL AHI MAUI POKE PC"", ""quantity"": 1, ""totalPrice"": 7.06, ""unitPrice"": 7.06}, {""description"": ""<UNKNOWN> @ 3.29 /lb WT"", ""quantity"": 2.99, ""totalPrice"": 9.84, ""unitPrice"": 3.29}], ""address"": ""1150 Kuala Street Pearl City, HI 96782"", ""city"": ""Pearl City"", ""merchant"": ""Foodland"", ""phoneNumber"": ""808-453-1850"", ""receiptDate"": ""10/17/23"", ""receiptTime"": ""<UNKNOWN>"", ""state"": ""HI"", ""tax"": 3.3, ""total"": 73.3}}",102
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""SIG ICE CREAM BAR"", ""discountAmount"": 1.0, ""quantity"": 1, ""totalPrice"": 2.99, ""unitPrice"": 2.99}], ""address"": ""2855 East Manoa Road HONOLULU HI 96822"", ""city"": ""HONOLULU"", ""merchant"": ""SAFEWAY"", ""phoneNumber"": ""(808) 988-2058"", ""receiptDate"": ""06/05/22"", ""receiptTime"": ""15:28"", ""state"": ""HI"", ""tax"": 0.14, ""total"": 3.13}}",41
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""SIG MINI PRETZELS"", ""quantity"": 1, ""totalPrice"": 2.5, ""unitPrice"": 2.5}, {""description"": ""VELVETTA"", ""quantity"": 1, ""totalPrice"": 5.49, ""unitPrice"": 5.49}, {""description"": ""BROWN COW CRM TOP"", ""quantity"": 1, ""totalPrice"": 6.99, ""unitPrice"": 6.99}, {""description"": ""SIG TURKEY BREAST"", ""quantity"": 1, ""totalPrice"": ""<UNKNOWN>"", ""unitPrice"": ""<UNKNOWN>""}], ""address"": ""2855 East Manoa Road HONOLULU HI 96822"", ""city"": ""HONOLULU"", ""merchant"": ""SAFEWAY"", ""phoneNumber"": ""(808) 988-2058"", ""receiptDate"": ""08/20/23"", ""receiptTime"": ""20:04"", ""state"": ""HI"", ""tax"": 1.04, ""total"": 23.16}}",70
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""SIG PARCHMENT PAPR"", ""quantity"": 1, ""totalPrice"": 4.99, ""unitPrice"": 4.99}, {""description"": ""SIG ALUMINUM FOIL"", ""quantity"": 1, ""totalPrice"": 3.49, ""unitPrice"": 3.49}, {""description"": ""LUCERNE MILK WHOLE"", ""quantity"": 1, ""totalPrice"": 4.79, ""unitPrice"": 4.79}], ""address"": ""2855 East Manoa Road HONOLULU HI 96822"", ""city"": ""HONOLULU"", ""merchant"": ""SAFEWAY"", ""phoneNumber"": ""(808) 988-2058"", ""receiptDate"": ""08/27/23"", ""receiptTime"": ""10:57"", ""state"": ""HI"", ""tax"": 0.63, ""total"": 13.9}}",53
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""SPRAY ROSES"", ""quantity"": 1, ""totalPrice"": 8.99, ""unitPrice"": 8.99}, {""description"": ""LINDT MILK CHOC"", ""quantity"": 1, ""totalPrice"": 6.79, ""unitPrice"": 6.79}], ""address"": ""2939 Harding Avenue Honolulu, HI 96816"", ""city"": ""Honolulu"", ""merchant"": ""Foodland"", ""phoneNumber"": ""808-734-6303"", ""receiptDate"": ""09/04/23"", ""receiptTime"": ""02:41pm"", ""state"": ""HI"", ""tax"": 0.74, ""total"": 16.52}}",104
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""SWBCO SHR SUNSCREEN SPRY"", ""discountAmount"": 5.0, ""quantity"": 1, ""totalPrice"": 14.99, ""unitPrice"": 14.99}], ""address"": ""388 Kamakee St Ste 100 Honolulu, HI 96814 5200"", ""city"": ""Honolulu"", ""merchant"": ""WHOLE FOODS MARKET"", ""phoneNumber"": ""808-379-1800"", ""receiptDate"": ""06/23/2023"", ""receiptTime"": ""05:26 PM"", ""state"": ""HI"", ""tax"": 0.64, ""total"": 14.13}}",58
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""SY RAMEN HOT MULTI"", ""quantity"": 1, ""totalPrice"": 8.99, ""unitPrice"": 8.99}, {""description"": ""IND MI GORENG NOOD"", ""quantity"": 1, ""totalPrice"": 4.99, ""unitPrice"": 4.99}, {""description"": ""HT BEEF DUMPLING D"", ""quantity"": 1, ""totalPrice"": 19.99, ""unitPrice"": 19.99}, {""description"": ""NS SHRIMP HOT SNCK"", ""quantity"": 1, ""totalPrice"": 1.99, ""unitPrice"": 1.99}, {""description"": ""ME AZUKI ICE CREAM"", ""quantity"": 1, ""totalPrice"": 6.49, ""unitPrice"": 6.49}], ""address"": ""458 Keawe st Honolulu, null 96813"", ""city"": ""Honolulu"", ""merchant"": ""H MART"", ""phoneNumber"": ""null"", ""receiptDate"": ""07/15/23"", ""receiptTime"": ""08:16pm"", ""state"": ""null"", ""tax"": 2.0, ""total"": 44.45}}",50
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""TRAVEL SEWING KIT"", ""quantity"": 1, ""totalPrice"": 4.99, ""unitPrice"": 4.99}, {""description"": ""SLAM DUNK BUBBLE GUM"", ""quantity"": 1, ""totalPrice"": 4.49, ""unitPrice"": 4.49}], ""address"": ""(unknown)"", ""city"": ""(unknown)"", ""merchant"": ""BEN FRANKLIN CRAFTS #05614 (3)"", ""phoneNumber"": ""(808) 735-4211"", ""receiptDate"": ""06/21/23"", ""receiptTime"": ""7:29PM"", ""state"": ""(unknown)"", ""tax"": 0.45, ""total"": 9.93}}",69
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""Unleaded - R"", ""quantity"": 1, ""totalPrice"": 23.75, ""unitPrice"": 4.559}], ""address"": ""26 Kekela Street Hilo HI, 96720"", ""city"": ""Hilo"", ""merchant"": ""Minit"", ""phoneNumber"": ""<UNKNOWN>"", ""receiptDate"": ""7/8/2023"", ""receiptTime"": ""12:12:18"", ""state"": ""HI"", ""tax"": null, ""total"": null}}",6
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""WAIALUA FRESH CAGE"", ""quantity"": 1, ""totalPrice"": 6.99, ""unitPrice"": 6.99}, {""description"": ""DANISH VARIETY FRT"", ""quantity"": 1, ""totalPrice"": 6.99, ""unitPrice"": 6.99}], ""address"": ""377 Keahole Street HONOLULU HI 96825"", ""city"": ""HONOLULU"", ""merchant"": ""SAFEWAY"", ""phoneNumber"": ""808.396-6337"", ""receiptDate"": ""10/21/23"", ""receiptTime"": ""16:34"", ""state"": ""HI"", ""tax"": 0.66, ""total"": 14.64}}",92
Restaurants and Food Services,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""1 Lg Ice Orig Latte"", ""quantity"": 1, ""totalPrice"": 5.59, ""unitPrice"": 5.59}], ""address"": ""2560 McCarthy Mall Honolulu, HI 96822"", ""city"": ""Honolulu"", ""merchant"": ""Dunkin"", ""phoneNumber"": ""(808) 956-6728"", ""receiptDate"": ""6/26/2023"", ""receiptTime"": ""11:09 AM"", ""state"": ""HI"", ""tax"": 0.26, ""total"": 5.85}}",100
Restaurants and Food Services,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""2 Cucumber Maki"", ""quantity"": 1, ""totalPrice"": 3.98, ""unitPrice"": 3.98}, {""description"": ""1 Shrimp Tempura Hr"", ""quantity"": 1, ""totalPrice"": 3.3, ""unitPrice"": 3.3}], ""address"": ""2334 South King Street Honolulu, HI 96826"", ""city"": ""Honolulu"", ""merchant"": ""KOZO SUSHI"", ""phoneNumber"": ""<UNKNOWN>"", ""receiptDate"": ""4/7/23"", ""receiptTime"": ""3:36 PM"", ""state"": ""HI"", ""tax"": 0.33, ""total"": 7.61}}",62
Restaurants and Food Services,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""Cucumber Maki"", ""quantity"": 2, ""totalPrice"": 3.98, ""unitPrice"": 1.99}, {""description"": ""Shrimp Tempura Hr"", ""quantity"": 1, ""totalPrice"": 3.3, ""unitPrice"": 3.3}], ""address"": ""2334 South King Street Honolulu, HI 96826"", ""city"": ""Honolulu"", ""merchant"": ""KOZO SUSHI"", ""phoneNumber"": ""null"", ""receiptDate"": ""4/7/23"", ""receiptTime"": ""3:36 PM"", ""state"": ""HI"", ""tax"": 0.33, ""total"": 7.61}}",31
